filename,label,file_size_kb,metadata_suspicious_count,ocr_text_length,ocr_confidence,amount_count,max_amount,average_amount,amount_variance,date_count,suspicious_keyword_count,ela_score,ela_mean,ela_std,ela_p95,ela_p99,ela_max,ela_high_ratio,image_width,image_height,image_aspect_ratio,image_mean,image_std,image_entropy,image_dark_ratio,image_light_ratio,image_edge_density,red_mean,green_mean,blue_mean,red_std,green_std,blue_std
kaggle_train_0001463448_crop_3.png,tampered,100.5830078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,5.825107421875,20.461475531972074,51.0,102.0,255.0,0.06217041015625,640.0,640.0,1.0,249.4416796875,23.171488999459818,1.042195420607697,2.44140625e-06,0.9479736328125,0.06488037109375,249.4416796875,249.4416796875,249.4416796875,23.17148899945985,23.17148899945985,23.17148899945985
kaggle_train_0001477983_crop_1.png,tampered,336.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,14.94095458984375,27.265074447645162,85.0,106.0,255.0,0.18791015625,640.0,640.0,1.0,225.38154541015626,58.29330481692469,3.261529200156734,0.01214111328125,0.7796728515625,0.20726806640625,225.38154541015626,225.38154541015626,225.38154541015626,58.29330481692469,58.29330481692469,58.29330481692469
kaggle_train_0001477983_crop_3.png,tampered,259.2275390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,10.6853955078125,22.434573137571793,58.0,98.0,255.0,0.0772802734375,640.0,640.0,1.0,231.37966064453124,53.43921918727644,2.7049434344916516,0.01151123046875,0.8246337890625,0.172919921875,231.37966064453124,231.37966064453124,231.37966064453124,53.439219187276436,53.439219187276436,53.439219187276436
kaggle_train_0001477983_crop_5.png,tampered,259.291015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,10.69514892578125,22.474242046588387,58.0,98.0,255.0,0.0773046875,640.0,640.0,1.0,231.3466357421875,53.49515456947702,2.7041338105616344,0.0115234375,0.82442138671875,0.1729150390625,231.3466357421875,231.3466357421875,231.3466357421875,53.49515456947705,53.49515456947705,53.49515456947705
kaggle_train_0011838621_crop_0.png,tampered,176.1044921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,9.53101318359375,23.93307247522387,69.0,115.0,255.0,0.11,640.0,640.0,1.0,240.9844091796875,39.43769749223225,1.9331845631167197,0.001064453125,0.883603515625,0.1205419921875,240.9844091796875,240.9844091796875,240.9844091796875,39.4376974922323,39.4376974922323,39.4376974922323
kaggle_train_0011838621_crop_3.png,tampered,119.75390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,6.556162109375,19.951130849770347,46.0,92.0,255.0,0.074375,640.0,640.0,1.0,245.93454833984376,31.64538977651447,1.4058969971747102,0.000546875,0.922880859375,0.088876953125,245.93454833984376,245.93454833984376,245.93454833984376,31.645389776514595,31.645389776514595,31.645389776514595
kaggle_train_0011845203_crop_0.png,tampered,198.3642578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,8.9550439453125,22.452727911590095,63.0,106.0,255.0,0.11490478515625,640.0,640.0,1.0,240.70836181640624,40.01173165853237,1.968984655746121,0.0017626953125,0.88232177734375,0.11978759765625,240.70836181640624,240.70836181640624,240.70836181640624,40.01173165853248,40.01173165853248,40.01173165853248
kaggle_train_0011973451_crop_5.png,tampered,120.1904296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,6.89226318359375,17.750506889358732,46.0,92.0,255.0,0.069384765625,640.0,640.0,1.0,244.48872802734374,30.87265323339079,1.84987070678778,0.0005615234375,0.8987939453125,0.12290771484375,244.48872802734374,244.48872802734374,244.48872802734374,30.872653233390935,30.872653233390935,30.872653233390935
kaggle_train_0011974919_crop_5.png,tampered,113.5634765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,6.0914013671875,18.922648113051956,46.0,92.0,255.0,0.06677001953125,640.0,640.0,1.0,242.91880615234376,39.46497986299305,1.545557827046709,0.00398193359375,0.90812744140625,0.09556884765625,242.91880615234376,242.91880615234376,242.91880615234376,39.46497986299309,39.46497986299309,39.46497986299309
kaggle_train_0012199830_crop_0.png,tampered,114.72265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,5.74289306640625,17.243875215579568,42.0,85.0,255.0,0.07181884765625,640.0,640.0,1.0,246.493603515625,28.790196307439885,1.427329389458156,0.00063720703125,0.9206494140625,0.09139892578125,246.493603515625,246.493603515625,246.493603515625,28.790196307439885,28.790196307439885,28.790196307439885
kaggle_train_0012199830_crop_3.png,tampered,101.23828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,6.1668017578125,18.479727713180147,51.0,102.0,255.0,0.062392578125,640.0,640.0,1.0,247.41412109375,26.268515564639568,1.360158405978479,0.0001416015625,0.92620849609375,0.0919287109375,247.41412109375,247.41412109375,247.41412109375,26.268515564639507,26.268515564639507,26.268515564639507
kaggle_train_0012529295_crop_5.png,tampered,190.5068359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,8.44632080078125,20.135938515767243,58.0,98.0,255.0,0.059990234375,640.0,640.0,1.0,242.33371826171876,35.099770629379854,2.0248718693664025,0.0009521484375,0.8862890625,0.1349365234375,242.33371826171876,242.33371826171876,242.33371826171876,35.09977062937997,35.09977062937997,35.09977062937997
kaggle_train_0012947358_crop_0.png,tampered,331.5537109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,13.9924609375,25.55462892263306,78.0,98.0,255.0,0.10885986328125,640.0,640.0,1.0,229.77104248046874,53.36065136501598,3.0848827794311493,0.01063232421875,0.8036328125,0.19494873046875,229.77104248046874,229.77104248046874,229.77104248046874,53.36065136501598,53.36065136501598,53.36065136501598
kaggle_train_0012947358_crop_1.png,tampered,315.5517578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,14.51452392578125,27.02506773582432,85.0,106.0,255.0,0.1869140625,640.0,640.0,1.0,232.0829248046875,50.605236868102565,2.924579241652225,0.0062451171875,0.81960205078125,0.18863037109375,232.0829248046875,232.0829248046875,232.0829248046875,50.60523686810255,50.60523686810255,50.60523686810255
kaggle_train_0012947358_crop_3.png,tampered,238.8388671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,11.93247314453125,26.51958892709447,69.0,115.0,255.0,0.1407373046875,640.0,640.0,1.0,237.79311279296874,44.85993461127756,2.276253906010167,0.00331298828125,0.86473388671875,0.14285400390625,237.79311279296874,237.79311279296874,237.79311279296874,44.85993461127754,44.85993461127754,44.85993461127754
kaggle_train_0030031163_crop_3.png,tampered,156.953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,6.3972216796875,18.07224712935206,39.0,78.0,255.0,0.046171875,640.0,640.0,1.0,242.91330322265625,39.985270918265385,1.648183812941213,0.00969970703125,0.9078564453125,0.0966796875,242.91330322265625,242.91330322265625,242.91330322265625,39.98527091826532,39.98527091826532,39.98527091826532
kaggle_train_0030041455_crop_1.png,tampered,74.2763671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.80018310546875,16.570345502255787,25.0,102.0,255.0,0.040537109375,640.0,640.0,1.0,249.7618798828125,26.0074936237816,0.8039711517999258,0.0015478515625,0.9586572265625,0.0470751953125,249.7618798828125,249.7618798828125,249.7618798828125,26.00749362378157,26.00749362378157,26.00749362378157
kaggle_train_0060000813_crop_5.png,tampered,121.3662109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,7.20094482421875,19.45818068304501,46.0,92.0,255.0,0.0791650390625,640.0,640.0,1.0,242.9747607421875,36.892227870347945,1.7142431163175835,0.001826171875,0.901005859375,0.119033203125,242.9747607421875,242.9747607421875,242.9747607421875,36.892227870347966,36.892227870347966,36.892227870347966
kaggle_train_0060007216_crop_2.png,tampered,98.30859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,5.45587158203125,18.433732161276104,46.0,92.0,255.0,0.062216796875,640.0,640.0,1.0,248.55433837890624,24.51597805825984,1.1943821771076215,2.685546875e-05,0.9380078125,0.076123046875,248.55433837890624,248.55433837890624,248.55433837890624,24.515978058259908,24.515978058259908,24.515978058259908
kaggle_train_0060024314_crop_2.png,tampered,84.62890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.9896728515625,17.41324368000919,46.0,92.0,255.0,0.05423828125,640.0,640.0,1.0,247.39895263671875,29.477473512901533,1.1548509769873463,0.0001416015625,0.9362451171875,0.07463623046875,247.39895263671875,247.39895263671875,247.39895263671875,29.4774735129016,29.4774735129016,29.4774735129016
kaggle_train_0060024314_crop_4.png,tampered,84.775390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,5.00201171875,17.459897574062044,46.0,92.0,255.0,0.054384765625,640.0,640.0,1.0,247.4227783203125,29.368910999500155,1.1554380203495003,0.0001025390625,0.93623291015625,0.074697265625,247.4227783203125,247.4227783203125,247.4227783203125,29.368910999500155,29.368910999500155,29.368910999500155
kaggle_train_0060025670_crop_0.png,tampered,60.2587890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.2419873046875,14.05892304354676,23.0,69.0,255.0,0.0365185546875,640.0,640.0,1.0,251.3105712890625,19.14461324688612,0.7213217168209431,0.00013671875,0.96525634765625,0.0460302734375,251.3105712890625,251.3105712890625,251.3105712890625,19.14461324688612,19.14461324688612,19.14461324688612
kaggle_train_0060025670_crop_3.png,tampered,51.388671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.6640283203125,13.275747168208575,23.0,69.0,255.0,0.03075439453125,640.0,640.0,1.0,252.2608056640625,16.781181562224482,0.5574951833963849,4.8828125e-06,0.9750927734375,0.0343017578125,252.2608056640625,252.2608056640625,252.2608056640625,16.781181562224383,16.781181562224383,16.781181562224383
kaggle_train_0060091229_crop_3.png,tampered,72.53515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.71455078125,17.362148270638635,25.0,102.0,255.0,0.0467236328125,640.0,640.0,1.0,249.06543701171876,25.683497877281845,1.0183528345327761,0.00151123046875,0.94759033203125,0.06622314453125,249.06543701171876,249.06543701171876,249.06543701171876,25.683497877281802,25.683497877281802,25.683497877281802
kaggle_train_0060094595_crop_0.png,tampered,208.822265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,9.88615966796875,21.567854562691135,63.0,106.0,255.0,0.12414306640625,640.0,640.0,1.0,241.03960693359375,35.42731612297959,2.247779902146975,0.0001025390625,0.87012939453125,0.15119384765625,241.03960693359375,241.03960693359375,241.03960693359375,35.42731612297967,35.42731612297967,35.42731612297967
kaggle_train_0060165115_crop_2.png,tampered,91.728515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.3726318359375,16.828446579076925,46.0,92.0,255.0,0.050595703125,640.0,640.0,1.0,248.195556640625,30.15982102856891,0.9739500766641586,0.00199462890625,0.94842041015625,0.05667236328125,248.195556640625,248.195556640625,248.195556640625,30.15982102856891,30.15982102856891,30.15982102856891
kaggle_train_0060173256_crop_0.png,tampered,147.853515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,8.9927099609375,21.8908239770547,51.0,102.0,255.0,0.0792138671875,640.0,640.0,1.0,220.28484375,73.51544495046363,2.6948511194574163,0.06980224609375,0.78793701171875,0.16122314453125,220.28484375,220.28484375,220.28484375,73.51544495046362,73.51544495046362,73.51544495046362
kaggle_train_0060173256_crop_2.png,genuine,169.22265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,8.8298681640625,20.533512301212024,46.0,92.0,255.0,0.0900830078125,640.0,640.0,1.0,229.58762451171876,53.31008043007036,2.7143662686116365,0.0131982421875,0.78932373046875,0.15205078125,229.58762451171876,229.58762451171876,229.58762451171876,53.31008043007035,53.31008043007035,53.31008043007035
kaggle_train_0060173256_crop_5.png,genuine,156.84765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,9.3076123046875,22.32270837600844,51.0,102.0,255.0,0.08758056640625,640.0,640.0,1.0,230.953173828125,51.88933193101572,2.565073082716961,0.01070556640625,0.80187255859375,0.14347412109375,230.953173828125,230.953173828125,230.953173828125,51.88933193101572,51.88933193101572,51.88933193101572
kaggle_train_0060207528_crop_0.png,tampered,210.6103515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,11.11443115234375,24.58010022148185,69.0,115.0,255.0,0.12865234375,640.0,640.0,1.0,239.97951416015624,40.68188424616843,2.3105101320097305,0.011923828125,0.86837890625,0.14243896484375,239.97951416015624,239.97951416015624,239.97951416015624,40.681884246168416,40.681884246168416,40.681884246168416
kaggle_train_0060214859_crop_3.png,tampered,172.1611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,8.733857421875,22.52099927539815,69.0,115.0,255.0,0.10359619140625,640.0,640.0,1.0,244.4569140625,35.30940202185605,1.6866305332797493,0.0049462890625,0.91578369140625,0.109541015625,244.4569140625,244.4569140625,244.4569140625,35.309402021855995,35.309402021855995,35.309402021855995
kaggle_train_0060262650_crop_0.png,tampered,324.212890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,18.847041015625,32.15478126253212,76.0,127.0,255.0,0.19755126953125,640.0,640.0,1.0,217.7666455078125,67.1783778965657,3.69301287488988,0.02826416015625,0.74031494140625,0.2457763671875,217.7666455078125,217.7666455078125,217.7666455078125,67.17837789656573,67.17837789656573,67.17837789656573
kaggle_train_0060270727_crop_2.png,tampered,161.8564453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,9.09516357421875,22.417261808695788,69.0,115.0,255.0,0.10322509765625,640.0,640.0,1.0,240.746240234375,40.523426812521514,1.9689976176195676,0.00114501953125,0.88583740234375,0.13713134765625,240.746240234375,240.746240234375,240.746240234375,40.523426812521514,40.523426812521514,40.523426812521514
kaggle_train_0060270727_crop_4.png,tampered,161.51171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,9.092705078125,22.4534960935525,69.0,115.0,255.0,0.1031298828125,640.0,640.0,1.0,240.67557861328126,40.7242598354193,1.9687111848155554,0.00131103515625,0.885634765625,0.1369873046875,240.67557861328126,240.67557861328126,240.67557861328126,40.72425983541941,40.72425983541941,40.72425983541941
kaggle_train_0071032807_crop_2.png,genuine,135.310546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7.400869140625,19.085138126077826,42.0,85.0,255.0,0.09081298828125,640.0,640.0,1.0,241.71965576171874,38.40733398819448,1.8763378099460941,0.003232421875,0.8877734375,0.126767578125,241.71965576171874,241.71965576171874,241.71965576171874,38.40733398819439,38.40733398819439,38.40733398819439
kaggle_train_0071032807_crop_3.png,genuine,123.779296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,7.75000244140625,20.343225649684427,46.0,92.0,255.0,0.0866455078125,640.0,640.0,1.0,242.93457763671876,35.44872197058698,1.7939950240866707,0.00027587890625,0.89481201171875,0.1243310546875,242.93457763671876,242.93457763671876,242.93457763671876,35.44872197058695,35.44872197058695,35.44872197058695
kaggle_train_00836244_crop_3.png,tampered,215.400390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,9.2133740234375,18.843122886609645,58.0,78.0,255.0,0.0505419921875,640.0,640.0,1.0,231.65911376953125,50.25923485955313,2.8880140132397427,0.00266845703125,0.814560546875,0.20445556640625,231.65911376953125,231.65911376953125,231.65911376953125,50.25923485955309,50.25923485955309,50.25923485955309
kaggle_train_00837285_crop_3.png,tampered,207.8134765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,11.08046142578125,24.97973012408746,69.0,115.0,255.0,0.1258447265625,640.0,640.0,1.0,238.3151806640625,43.44739851264042,2.31386834284781,0.00861328125,0.86337890625,0.14993408203125,238.3151806640625,238.3151806640625,238.3151806640625,43.44739851264037,43.44739851264037,43.44739851264037
kaggle_train_00838511_00838525_crop_1.png,tampered,85.0380859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.719970703125,17.010900445993936,25.0,76.0,255.0,0.047255859375,640.0,640.0,1.0,247.98744140625,27.704815999865627,1.1711931465568424,0.00073974609375,0.93841796875,0.075263671875,247.98744140625,247.98744140625,247.98744140625,27.704815999865634,27.704815999865634,27.704815999865634
kaggle_train_00838511_00838525_crop_2.png,genuine,49.4794921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.31116455078125,12.114638789871362,25.0,76.0,255.0,0.0225341796875,640.0,640.0,1.0,250.4517578125,25.081996134941498,0.6587686471170323,0.0032421875,0.96396484375,0.04065673828125,250.4517578125,250.4517578125,250.4517578125,25.081996134941498,25.081996134941498,25.081996134941498
kaggle_train_00838511_00838525_crop_4.png,genuine,49.4794921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.31116455078125,12.114638789871362,25.0,76.0,255.0,0.0225341796875,640.0,640.0,1.0,250.4517578125,25.081996134941498,0.6587686471170323,0.0032421875,0.96396484375,0.04065673828125,250.4517578125,250.4517578125,250.4517578125,25.081996134941498,25.081996134941498,25.081996134941498
kaggle_train_00851879_crop_0.png,tampered,177.48046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,9.286982421875,23.66664782377375,69.0,115.0,255.0,0.107763671875,640.0,640.0,1.0,242.3895849609375,37.4810231400975,1.8169574298938609,0.00033447265625,0.896337890625,0.1167138671875,242.3895849609375,242.3895849609375,242.3895849609375,37.48102314009745,37.48102314009745,37.48102314009745
kaggle_train_00851879_crop_3.png,tampered,160.1953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,8.13593017578125,22.704539207480757,69.0,115.0,255.0,0.0953515625,640.0,640.0,1.0,244.90612060546874,33.83565032692591,1.5442068730300174,0.0005908203125,0.91724853515625,0.09607666015625,244.90612060546874,244.90612060546874,244.90612060546874,33.83565032692601,33.83565032692601,33.83565032692601
kaggle_train_00860012_00860014_crop_2.png,tampered,143.626953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,7.27875244140625,20.509127391328814,46.0,92.0,255.0,0.0808447265625,640.0,640.0,1.0,240.09968994140624,44.45776618897129,1.8531702541944903,0.00874267578125,0.889736328125,0.1124755859375,240.09968994140624,240.09968994140624,240.09968994140624,44.45776618897139,44.45776618897139,44.45776618897139
kaggle_train_00920294_crop_3.png,tampered,69.396484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.93908935546875,16.067444926789513,25.0,76.0,255.0,0.04199462890625,640.0,640.0,1.0,238.760419921875,50.67208587509538,1.6284928564508885,0.0186376953125,0.89465576171875,0.09906005859375,238.760419921875,238.760419921875,238.760419921875,50.67208587509541,50.67208587509541,50.67208587509541
kaggle_train_01150773_01150774_crop_3.png,tampered,144.6455078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,6.92700927734375,20.777478792941285,46.0,92.0,255.0,0.080478515625,640.0,640.0,1.0,243.80303466796875,38.54781186880549,1.4870216035063601,0.0038037109375,0.916875,0.0881884765625,243.80303466796875,243.80303466796875,243.80303466796875,38.54781186880556,38.54781186880556,38.54781186880556
kaggle_train_01191071_1072_crop_5.png,tampered,133.4189453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,6.24819580078125,19.606395389083335,46.0,92.0,255.0,0.0725,640.0,640.0,1.0,242.483125,41.51936081704835,1.5104567302941965,0.00724609375,0.90826416015625,0.088642578125,242.483125,242.483125,242.483125,41.51936081704837,41.51936081704837,41.51936081704837
kaggle_train_01197604_crop_3.png,tampered,104.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,4.978330078125,15.208078398619218,39.0,78.0,255.0,0.03090576171875,640.0,640.0,1.0,246.06116455078126,31.01694206289337,1.4645370374889601,0.00048828125,0.9232421875,0.094228515625,246.06116455078126,246.06116455078126,246.06116455078126,31.016942062893484,31.016942062893484,31.016942062893484
kaggle_train_11508234_crop_5.png,tampered,234.8896484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,11.4586474609375,24.091970466196315,69.0,115.0,255.0,0.1236181640625,640.0,640.0,1.0,234.2770166015625,46.42709464602764,2.7481715135214753,0.0024365234375,0.8255419921875,0.17699951171875,234.2770166015625,234.2770166015625,234.2770166015625,46.427094646027626,46.427094646027626,46.427094646027626
kaggle_train_11875011_crop_1.png,tampered,247.978515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,10.08254638671875,22.688903625233493,58.0,98.0,255.0,0.0788037109375,640.0,640.0,1.0,237.9699755859375,42.61591937159309,2.3635056648591957,0.0015771484375,0.8566796875,0.1471435546875,237.9699755859375,237.9699755859375,237.9699755859375,42.61591937159304,42.61591937159304,42.61591937159304
kaggle_train_11875011_crop_4.png,tampered,214.677734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,8.65103271484375,21.313383565306083,58.0,98.0,255.0,0.06812744140625,640.0,640.0,1.0,241.36211669921875,38.14969150370915,2.028396210942166,0.001298828125,0.88351806640625,0.12452880859375,241.36211669921875,241.36211669921875,241.36211669921875,38.14969150370922,38.14969150370922,38.14969150370922
kaggle_train_12052385_crop_4.png,tampered,102.3076171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,4.5795166015625,14.255006842468575,42.0,63.0,255.0,0.054677734375,640.0,640.0,1.0,246.825693359375,30.08996703584887,1.2839176541002886,0.00030517578125,0.92987548828125,0.0841015625,246.825693359375,246.825693359375,246.825693359375,30.089967035848908,30.089967035848908,30.089967035848908
kaggle_train_12603270_crop_4.png,tampered,192.2255859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,9.59339599609375,23.602116021737096,69.0,115.0,255.0,0.11224609375,640.0,640.0,1.0,242.13006591796875,37.408288691644955,1.94613685264144,0.0007421875,0.8924951171875,0.12046630859375,242.13006591796875,242.13006591796875,242.13006591796875,37.40828869164483,37.40828869164483,37.40828869164483
kaggle_train_12825369_crop_1.png,tampered,175.6181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,9.9686865234375,25.779127960648673,76.0,127.0,255.0,0.10553466796875,640.0,640.0,1.0,243.60739501953125,35.21291169306409,1.764637538528862,0.002158203125,0.903017578125,0.10779296875,243.60739501953125,243.60739501953125,243.60739501953125,35.21291169306415,35.21291169306415,35.21291169306415
